ns,nf,entropy,lt,ndev,pd,npt,exp,sexp,bugdensity,churn,churnp,bug
0,0,0,6.447305863,0.693147181,5.82008293,0.693147181,9.295508384,4.672828834,0,16.00000007,2.833213348,0
0,0,0,5.010635294,2.302585093,3.218875825,0.693147181,6.077642243,6.077642243,0,3.500000017,1.504077401,0
0,0.693147181,0.395725001,5.560681631,2.48490665,5.472270674,0.693147181,6.630683386,6.630683386,0,9.500000083,2.351375265,0
0,0,0,6.366470448,1.609437912,4.672828834,0.693147181,7.67971364,7.67971364,0,1.499999946,0.91629071,0
0,0,0,7.021976423,2.772588722,0.693147181,0.693147181,7.679251426,7.679251426,0,5.9999996,1.945910092,0
0,0,0,6.483107351,2.397895273,0.693147181,0.693147181,10.01793169,10.01793169,0,14.99999999,2.772588721,0
0,0.693147181,0.097942884,8.130647968,2.63905733,5.598421959,0.693147181,7.355001921,7.355001921,0.004464286,223.0000006,5.411646055,1
0,0.693147181,0.364293738,8.148445666,2.48490665,4.33073334,0.693147181,6.6147256,6.6147256,0,21.99999884,3.135494166,0
0,1.098612289,0.666380756,7.782251321,2.397895273,6.637258031,0.693147181,7.35372233,7.35372233,0,13.49999793,2.674148506,0
0,0,0,6.448889394,2.302585093,4.532599493,0.693147181,6.612041035,6.612041035,0,6.499999779,2.014902991,0
0,0,0,3.761200116,1.791759469,4.510859507,0.693147181,7.351799869,7.351799869,0.095238095,9.500000013,2.351375258,1
0,2.772588722,0.589475015,6.11906039,2.564949357,8.195609567,0.559615788,7.662467815,7.662467815,0,294.5000022,5.688668844,0
0,0,0,6.999422468,2.708050201,0.693147181,0.693147181,6.02827852,6.02827852,0,1.99999998,1.098612282,0
0,0.693147181,0.671695471,5.831882477,2.48490665,6.37502482,0.693147181,6.603943825,6.603943825,0.06451613,14.49999972,2.740840006,1
0,0,0,7.259116128,2.48490665,1.386294361,0.693147181,7.65349491,7.65349491,0,0.9999995,0.693146931,0
0,0,0,6.647688374,2.397895273,4.060443011,0.693147181,6.601230119,6.601230119,0,3.99999985,1.609437882,0
0,0.693147181,0.67718099,5.906723319,2.397895273,1.609437912,0.405465108,10.01444736,10.01444736,0,45.49999974,3.839452307,0
0,0.693147181,0.414482817,6.758094504,2.48490665,5.323009979,0.693147181,7.650644551,7.650644551,0,96.00000002,4.574710979,0
0,0,0,5.659482216,2.079441542,5.686975356,0.693147181,7.649692624,7.649692624,0,9.499999938,2.351375251,0
0,1.791759469,0.416334494,6.486922694,2.708050201,7.021083964,0.606135803,7.64921632,7.64921632,0,228,5.433722004,0
0,0.693147181,0.367504325,5.633002293,2.48490665,5.758901774,0.693147181,8.023224685,8.023224685,0,32.50000004,3.51154544,0
0,0,0,7.323170718,2.564949357,4.779123493,0.693147181,8.022568947,8.022568947,0,5.00000014,1.791759493,0
0,0.693147181,0.543444648,7.43366654,2.397895273,3.258096538,0.693147181,8.020270473,8.020270473,0,4.99999953,1.791759391,0
0,0,0,6.54534966,2.48490665,4.584967479,0.693147181,6.590301048,6.590301048,0,3.000000165,1.386294402,0
0,0,0,6.450470422,2.302585093,3.912023005,0.693147181,7.640603826,7.640603826,0,3.000000036,1.38629437,0
0,0,0,1.386294361,1.609437912,6.216606101,0.693147181,8.018954683,8.018954683,0,0.999999999,0.69314718,0
0,0,0,8.817001444,2.397895273,2.708050201,0.693147181,8.628913441,8.628913441,0,10.49999851,2.442346906,0
0,0,0,3.610917913,0.693147181,0,0.693147181,8.62837672,8.62837672,0,16.50000001,2.862200881,0
0,0,0,3.33220451,0.693147181,6.102558595,0.693147181,8.628197749,8.628197749,0,12,2.564949358,0
0,0.693147181,0.611805992,7.31986493,2.397895273,4.564348191,0.693147181,8.627839712,8.627839712,0,40.49999969,3.72569342,0
0,0,0,8.224699562,2.397895273,1.098612289,0.693147181,7.348587531,7.348587531,0,6.000000188,1.945910176,0
0,0.693147181,0.305752838,8.08656411,2.48490665,4.700480366,0.693147181,8.622813673,8.622813673,0,29.50000084,3.417726711,0
0,0,0,8.743850562,2.397895273,1.098612289,0.693147181,7.347943823,7.347943823,0.035714285,27.00000058,3.332204531,1
0,0,0,5.370638028,1.609437912,4.844187086,0.693147181,7.640123173,7.640123173,0,6.500000048,2.014903027,0
0,0,0,8.744806737,2.397895273,1.791759469,0.693147181,7.346655163,7.346655163,0,1.000001424,0.693147893,0
0,0,0,4.442651256,2.079441542,4.709530201,0.693147181,7.639161172,7.639161172,0,3.99999999,1.60943791,0
0,0,0,8.744806737,2.397895273,1.945910149,0.693147181,7.34601021,7.34601021,0,3.000001134,1.386294644,0
0,0,0,2.302585093,0.693147181,4.727387819,0.693147181,7.637716433,7.637716433,0,4.000000001,1.609437913,0
0,0,0,6.773080376,2.302585093,1.945910149,0.693147181,7.634820678,7.634820678,0,20.00000005,3.04452244,0
0,0,0,5.384495063,2.079441542,4.762173935,0.693147181,7.344719054,7.344719054,0,3.000000045,1.386294372,0
0,0,0,5.545177444,1.609437912,6.126869184,0.693147181,7.344072851,7.344072851,0,1.500000015,0.916290738,0
0,0,0,8.744169389,2.397895273,0,0.693147181,7.343426229,7.343426229,0,19.00000114,2.995732331,0
0,0,0,8.74305305,2.397895273,0.693147181,0.693147181,7.342131731,7.342131731,0,21.00000085,3.091042492,0
0,0.693147181,0.651437205,5.47436931,2.197224577,4.59511985,0.693147181,7.632885505,7.632885505,0,4.4999999,1.704748074,0
0,1.098612289,0.6167086,6.117362714,2.48490665,4.762173935,0.510825624,6.583409222,6.583409222,0,10.99999963,2.484906619,0
0,0,0,5.631211782,2.079441542,4.644390899,0.693147181,7.341483852,7.341483852,0,8.000000023,2.19722458,0
0,0,0,8.744169389,2.397895273,0,0.693147181,7.340835554,7.340835554,0,14.9999976,2.772588572,0
0,0,0,5.726847748,1.098612289,4.33073334,0.693147181,7.631916513,7.631916513,0,5.000000067,1.79175948,0
0,0,0,8.743212603,2.397895273,0,0.693147181,7.338888134,7.338888134,0,2.500000305,1.252763056,0
0,0.693147181,0.693147181,7.60638739,2.302585093,4.836281907,0.693147181,7.33823815,7.33823815,0,6.00000075,1.945910256,0
0,0,0,8.742733867,2.397895273,0,0.693147181,7.335633982,7.335633982,0,2.499999984,1.252762964,0
0,0,0,8.742414583,2.397895273,3.555348061,0.693147181,7.334981879,7.334981879,0,39.49999779,3.701301919,0
0,0.693147181,0.652883114,6.191339471,2.397895273,4.369447852,0.693147181,6.579251212,6.579251212,0,59.49999998,4.102643365,0
0,0,0,6.776506992,2.302585093,4.418840608,0.693147181,8.00836557,8.00836557,0,19.9999998,3.044522428,0
0,1.098612289,0.673061669,7.155916594,2.397895273,5.135798437,0.693147181,8.008032847,8.008032847,0,5.000001853,1.791759778,0
0,0,0,8.739376282,2.397895273,2.397895273,0.693147181,7.333676396,7.333676396,0.142857131,6.00000059,1.945910233,1
0,0,0,4.86753445,1.609437912,6.045005314,0.693147181,8.006700845,8.006700845,0,3.000000006,1.386294363,0
0,0,0,7.822044008,2.397895273,3.36729583,0.693147181,7.629975707,7.629975707,0,5.499999495,1.871802099,0
0,0,0,3.496507561,0.693147181,5.736572297,0.693147181,7.629489916,7.629489916,0,3,1.386294361,0
0,0,0,7.539558829,2.302585093,2.890371758,0.693147181,9.223750059,4.663439094,0,5.50000016,1.871802202,0
0,0,0,5.429345629,2.197224577,2.48490665,0.693147181,6.54534966,6.54534966,0,7.499999983,2.140066161,0
0,0,0,6.263398263,2.48490665,2.944438979,0.693147181,6.543911846,6.543911846,0,4.000000112,1.609437935,0
0,0,0,6.618738984,2.48490665,3.33220451,0.693147181,6.541029999,6.541029999,0.333333316,2.000000156,1.098612341,1
0,0,0,7.536363938,2.302585093,3.988984047,0.693147181,9.220587688,4.65396035,0,8.999999314,2.302585024,0
0,0.693147181,0.685733838,6.813993899,2.48490665,3.850147602,0.405465108,7.622663951,7.622663951,0,3.499999746,1.50407734,0
0,0,0,8.128290172,2.079441542,3.912023005,0.693147181,8.578664514,8.578664514,0,8.50000074,2.251291877,0
0,0.693147181,0.692328682,6.191339471,2.397895273,2.564949357,0.405465108,5.998936562,5.998936562,0,10.50000023,2.442347055,0
0,0.693147181,0.500788877,6.1014394,2.197224577,6.154858094,0.693147181,8.578100126,8.578100126,0.142857147,5.999999792,1.945910119,1
0,0,0,4.859812404,1.098612289,3.258096538,0.693147181,8.576781983,8.576781983,0,0.5,0.405465108,0
0,0.693147181,0.540365171,6.184148891,2.397895273,3.912023005,0.693147181,5.993961427,5.993961427,0.025641026,37.99999966,3.663561638,1
0,0.693147181,0.594032742,6.114787763,2.397895273,5.455321115,0.693147181,8.570165076,8.570165076,0.199999995,4.000000137,1.60943794,1
0,0.693147181,0.675413516,5.707110265,2.302585093,5.424950017,0.693147181,10.01274546,10.01274546,0.013986014,70.5,4.26969745,1
0,0,0,5.379897354,2.197224577,3.36729583,0.693147181,10.01265581,10.01265581,0,7.00000002,2.079441544,0
0,0,0,6.548219103,2.302585093,2.772588722,0.693147181,10.01256615,10.01256615,0.001074691,929.5000001,6.835722076,1
0,1.098612289,0.636290513,7.292790897,2.564949357,5.117993812,0.693147181,7.590346946,7.590346946,0,28.00000003,3.367295831,0
0,0,0,5.802118375,2.197224577,3.17805383,0.693147181,7.58781722,7.58781722,0,6.99999993,2.079441533,0
0,0,0,6.230481448,2.079441542,2.833213344,0.693147181,5.981414211,5.981414211,0,3.499999971,1.50407739,0
0,0,0,7.809541325,2.397895273,0.693147181,0.693147181,8.003028666,8.003028666,0,4.49999952,1.704748005,0
0,0,0,5.361292166,1.791759469,3.135494216,0.693147181,5.976350909,5.976350909,0,97.00000004,4.584967479,0
0,0,0,7.380879036,2.302585093,2.944438979,0.693147181,7.583756301,7.583756301,0,1.000000166,0.693147264,0
0,0.693147181,0.36052431,6.250940028,2.302585093,2.564949357,0.693147181,7.999342953,7.999342953,0,27.9999999,3.367295827,0
0,0,0,6.163314804,1.791759469,4.672828834,0.693147181,7.994969523,7.994969523,0,26.5,3.314186005,0
0,0,0,6.232448017,2.079441542,2.079441542,0.693147181,5.973809612,5.973809612,0,20.50000015,3.068052942,0
0,1.609437912,0.573834634,4.293195421,2.197224577,7.003065459,0.470003629,7.570443252,7.570443252,0,64.49999996,4.182050142,0
0,0,0,5.609471795,2.079441542,5.823045895,0.693147181,7.320526962,7.320526962,0,2.500000008,1.252762971,0
0,0,0,5.891644212,2.079441542,1.386294361,0.693147181,7.31986493,7.31986493,0,4.000000033,1.609437919,0
0,0.693147181,0.269678549,7.433075349,2.197224577,4.812184355,0.693147181,7.318539549,7.318539549,0.027027027,35.99999975,3.610917906,1
0,0,0,7.764720545,2.397895273,0.693147181,0.693147181,7.554334824,7.554334824,0,1.000000118,0.693147239,0
0,0,0,8.651374373,2.48490665,1.098612289,0.693147181,7.313886832,7.313886832,0,1.000000489,0.693147425,0
0,0,0,6.858565035,2.302585093,1.098612289,0.693147181,7.99125393,7.99125393,0,144.5000003,4.980176088,0
0,0,0,5.645446898,2.079441542,4.532599493,0.693147181,10.01108556,10.01108556,0,0.999999918,0.69314714,0
0,0,0,4.025351691,2.079441542,4.875197323,0.693147181,7.990915463,7.990915463,0,0.499999995,0.405465105,0
0,0.693147181,0.485388332,7.168965031,2.397895273,4.204692619,0.693147181,7.990576882,7.990576882,0,416.499999,6.034284542,0
0,0,0,7.047517221,2.079441542,3.044522438,0.693147181,8.506334448,8.506334448,0,10.49999977,2.442347015,0
0,0.693147181,0.594032742,8.020927719,2.397895273,1.098612289,0.693147181,7.311886164,7.311886164,0,9.99999789,2.397895081,0
0,0,0,4.369447852,0.693147181,3.258096538,0.693147181,7.307202315,7.307202315,0,3.000000003,1.386294362,0
0,0,0,7.806289289,2.302585093,2.197224577,0.693147181,5.92157842,5.92157842,0,1.00000006,0.693147211,0
0,0,0,8.126813721,2.079441542,3.36729583,0.693147181,8.499640032,8.499640032,0.068965516,13.5000002,2.674148663,1
0,0,0,5.673323267,2.079441542,4.644390899,0.693147181,7.989221409,7.989221409,0,6.99999999,2.07944154,0
0,0,0,5.411646052,2.397895273,3.044522438,0.693147181,7.987184748,7.987184748,0,4.00000006,1.609437924,0
0,1.386294361,0.609064588,6.436550929,2.564949357,5.117993812,0.559615788,5.902633333,5.902633333,0.058823532,15.99999921,2.833213298,1
0,0,0,7.78113851,2.48490665,3.663561646,0.693147181,5.891644212,5.891644212,0,10.00000014,2.397895286,0
0,0,0,5.703782475,1.098612289,2.63905733,0.693147181,7.303170051,7.303170051,0,2.499999996,1.252762967,0
0,0,0,6.200509174,2.079441542,0.693147181,0.693147181,5.883322388,5.883322388,0,53.99999997,4.007333185,0
0,0,0,5.455321115,2.197224577,5.517452896,0.693147181,7.978996371,7.978996371,0,2.000000003,1.09861229,0
0,0,0,2.772588722,1.609437912,5.673323267,0.693147181,7.978653729,7.978653729,0,2.499999998,1.252762968,0
0,0,0,6.144185634,2.197224577,3.044522438,0.693147181,7.546446274,7.546446274,0,7.000000028,2.079441545,0
0,0,0,5.786897381,2.197224577,3.891820298,0.693147181,7.545918151,7.545918151,0,0.999999975,0.693147168,0
0,0.693147181,0.543444648,6.588238483,2.48490665,4.290459441,0.693147181,6.440946541,6.440946541,0.166666662,5.000000175,1.791759498,1
0,0,0,6.543911846,2.48490665,2.890371758,0.693147181,10.00996245,10.00996245,0,0.499999934,0.405465064,0
0,0,0,7.402451521,2.397895273,3.33220451,0.693147181,7.97831097,7.97831097,0,29.50000042,3.417726697,0
0,0,0,5.983936281,2.302585093,3.433987204,0.693147181,7.977968093,7.977968093,0,1.500000084,0.916290765,0
0,0,0,5.700443573,0.693147181,3.555348061,0.693147181,7.285506549,7.285506549,0,2.000000031,1.098612299,0
0,1.609437912,0.629032,6.205365517,2.564949357,6.665683718,0.693147181,5.872117789,5.872117789,0,21.49999999,3.113515309,0
0,0,0,5.272999559,2.197224577,4.510859507,0.693147181,7.976938757,7.976938757,0,2.999999995,1.38629436,0
0,0,0,6.903747258,2.079441542,3.135494216,0.693147181,5.857933154,5.857933154,0,2.499999688,1.252762879,0
0,0,0,6.393590754,2.302585093,5.517452896,0.693147181,6.363028104,6.363028104,0,13.00000007,2.639057334,0
0,0,0,7.767263997,2.48490665,1.098612289,0.693147181,5.837730447,5.837730447,0,4.499999892,1.704748073,0
0,0,0,7.536363938,2.302585093,0.693147181,0.693147181,9.172015258,4.605170186,0,16.5000003,2.862200898,0
0,0,0,5.645446898,2.079441542,0,0.693147181,10.00915302,10.00915302,0,3.000000036,1.38629437,0
0,0.693147181,0.651437205,7.350516172,2.48490665,3.912023005,0.693147181,7.963460067,7.963460067,0,26.99999986,3.332204505,0
0,0,0,7.892078421,2.079441542,1.386294361,0.693147181,7.960323629,7.960323629,0,7.500000488,2.140066221,0
0,0.693147181,0.690412787,6.254789888,1.609437912,6.054439346,0.693147181,9.16711967,4.564348191,0,22.99999961,3.178053814,0
0,0,0,7.889084407,2.079441542,3.218875825,0.693147181,7.279318835,7.279318835,0,4.999999589,1.791759401,0
0,0,0,5.472270674,2.197224577,5.429345629,0.693147181,7.956827122,7.956827122,0,3.000000036,1.38629437,0
0,0.693147181,0.567699885,5.349485653,2.079441542,5.634789603,0.693147181,7.955425089,7.955425089,0,4.499999874,1.704748069,0
0,0,0,7.254177846,2.48490665,1.386294361,0.693147181,7.954372273,7.954372273,0,1.499999823,0.916290661,0
0,0,0,5.347107531,1.609437912,0.693147181,0.693147181,7.954021087,7.954021087,0,0.500000001,0.405465108,0
0,0,0,6.013715156,2.079441542,3.295836866,0.693147181,5.799092654,5.799092654,0,1.499999964,0.916290717,0
0,1.386294361,0.5466547,7.439118554,2.564949357,5.472270674,0.559615788,7.953669779,7.953669779,0,31.49999787,3.481240024,0
0,0,0,8.584103897,2.397895273,2.564949357,0.693147181,7.275172319,7.275172319,0,87.99999983,4.488636368,0
0,0,0,7.379008128,2.302585093,3.33220451,0.693147181,7.952263309,7.952263309,0,4.999999848,1.791759444,0
0,2.995732274,0.536780259,6.124792794,2.564949357,8.215276959,0.587786665,7.950149888,7.950149888,0,354.5000012,5.873525252,0
0,0.693147181,0,5.244389025,0.693147181,2.48490665,0.693147181,7.274479559,7.274479559,0,2.00000008,1.098612315,0
0,0.693147181,0.693147181,6.024657514,2.48490665,2.995732274,0.693147181,10.00883807,10.00883807,0,6.000000188,1.945910176,0
0,0,0,5.318119994,2.079441542,5.252273428,0.693147181,7.272398393,7.272398393,0,5.499999988,1.871802175,0
0,0,0,7.244941546,2.48490665,3.663561646,0.693147181,7.544332108,7.544332108,0,2.5000003,1.252763054,0
0,2.564949357,0.611795035,6.404592528,2.63905733,7.33171497,0.613104473,10.008478,10.008478,0,51.99999739,3.970291864,0
0,0,0,7.885705391,2.079441542,0,0.693147181,7.26961675,7.26961675,0,4.999999683,1.791759416,0
0,0.693147181,0.668074638,7.390798522,2.197224577,5.361292166,0.693147181,7.267525428,7.267525428,0.016528926,59.4999999,4.102643363,1
0,0,0,5.648974238,2.079441542,4.615120517,0.693147181,5.755742214,5.755742214,0,8.99999996,2.302585089,0
0,0,0,4.477336814,0.693147181,0.693147181,0.693147181,7.942362238,7.942362238,0,10.00000002,2.397895275,0
0,0.693147181,0.666843371,7.047517221,2.48490665,5.545177444,0.693147181,7.543802868,7.543802868,0.032258064,30.00000049,3.43398722,1
0,1.791759469,0.590328084,5.957562996,2.708050201,2.944438979,0.510825624,7.931284762,7.931284762,0,233.5000001,5.457455588,0
0,0,0,4.343805422,2.079441542,5.257495372,0.693147181,5.743003188,5.743003188,0,8.500000018,2.251291801,0
0,0,0,6.02827852,2.48490665,3.401197382,0.693147181,10.00766737,10.00766737,0,3.000000078,1.386294381,0
0,0,0,6.974478911,2.302585093,4.727387819,0.693147181,7.910590612,7.910590612,0,1.999999812,1.098612226,0
0,0,0,5.298317367,2.079441542,5.030437921,0.693147181,7.909856667,7.909856667,0,8.99999997,2.30258509,0
0,1.098612289,0.587018687,6.285998095,2.397895273,6.396929655,0.510825624,10.00717166,10.00717166,0.009049774,109.5000001,4.705015522,1
0,1.386294361,0.540565936,6.031286041,2.079441542,5.733341277,0.405465108,5.739792912,5.739792912,0,26.50000011,3.314186009,0
0,0,0,7.768533301,2.48490665,2.995732274,0.693147181,5.723585102,5.723585102,0,2.000000736,1.098612534,0
0,0,0,5.087596335,1.791759469,0,0.693147181,5.720311777,5.720311777,0,18.99999994,2.995732271,0
0,0.693147181,0.639766569,4.938064601,1.791759469,5.811140993,0.693147181,5.707110265,5.707110265,0,16.00000004,2.833213346,0
0,0,0,8.457655479,2.397895273,2.890371758,0.693147181,7.247792582,7.247792582,0,38.50000158,3.676300712,0
0,0,0,8.227642708,2.397895273,4.356708827,0.693147181,8.398634855,8.398634855,0,0.500000427,0.405465393,0
0,2.079441542,0.637109869,6.078215474,2.48490665,6.761572769,0.485507816,7.903965634,7.903965634,0,86.49999895,4.471638781,0
0,0,0,7.242797923,2.48490665,1.945910149,0.693147181,7.901007052,7.901007052,0,5.500000176,1.871802204,0
0,0,0,6.603943825,2.397895273,0.693147181,0.693147181,10.00681099,10.00681099,0,19.99999995,3.044522436,0
0,0,0,6.591673732,2.397895273,4.521788577,0.693147181,8.396380571,8.396380571,0,7.49999978,2.140066138,0
0,0,0,8.455955882,2.397895273,0.693147181,0.693147181,7.242797923,7.242797923,0,40.00000099,3.713572091,0
