ns,nf,entropy,lt,ndev,pd,npt,exp,sexp,bug
0,0,0,5.484796933,2.63905733,5.370638028,0.693147181,7.33823815,6.862757913,0
0,0,0,5.484796933,2.63905733,5.105945474,0.693147181,4.276666119,3.583518938,0
0,0.693147181,0.649204964,5.003946306,3.496507561,4.905274778,0.693147181,6.251903883,5.564520407,1
0.693147181,1.386294361,0.481479833,6.182084907,3.555348061,6.188264123,0.693147181,5.407171771,5.365976015,1
0,0,0,5.257495372,3.465735903,4.382026635,0.693147181,6.142037406,5.459585514,1
0.693147181,1.098612289,0.555671067,5.811140993,3.526360525,2.944438979,0.693147181,4.406719247,4.382026635,1
0,0,0,5.407171771,3.465735903,2.079441542,0.693147181,4.304065093,3.988984047,0
0,2.890371758,0.66382535,6.128081453,3.688879454,5.730099783,0.476924072,5.789960171,5.187385806,1
0,0.693147181,0.693147181,6.570882962,3.465735903,1.945910149,0.693147181,5.33753808,4.762173935,0
0.693147181,0.693147181,0.692032796,5.74779936,3.496507561,1.098612289,0.405465108,5.135798437,5.099866428,1
0.693147181,2.48490665,0.640015964,5.951943789,3.583518938,4.465908119,0.559615788,5.062595033,5.023880521,1
0.693147181,0.693147181,0.673575195,5.379897354,3.401197382,4.672828834,0.693147181,3.295836866,3.295836866,1
0,0,0,5.459585514,3.401197382,0,0.693147181,3.135494216,2.833213344,0
0,0,0,5.451038454,3.401197382,1.945910149,0.693147181,2.995732274,2.63905733,1
0,0,0,5.446737372,3.36729583,4.418840608,0.693147181,3.828641396,3.401197382,1
0,0,0,5.420534999,3.33220451,1.098612289,0.693147181,6.711740395,6.532334292,1
0,0,0,5.429345629,3.33220451,4.644390899,0.693147181,4.744932128,4.564348191,1
0,0.693147181,0.651437205,6.290642785,3.465735903,2.833213344,0.693147181,2.772588722,2.63905733,0
0,0.693147181,0.612669469,6.424058323,3.36729583,1.098612289,0.405465108,6.37331979,6.267200549,0
0,0.693147181,0.678515961,6.424869024,3.36729583,2.397895273,0.693147181,2.944438979,2.833213344,1
0,0,0,5.433722004,3.258096538,3.17805383,0.693147181,0.693147181,0.693147181,0
0.693147181,2.708050201,0.577957483,5.813732443,3.465735903,7.147559271,0.336472237,5.198497031,5.187385806,1
0.693147181,2.397895273,0.604696634,5.948746817,3.401197382,4.59511985,0.37469345,4.127134385,4.110873864,1
0.693147181,2.63905733,0.461470453,5.833974966,3.36729583,6.413458957,0.579818495,3.871201011,3.871201011,1
0,0,0,6.194405391,3.218875825,2.079441542,0.693147181,1.945910149,1.945910149,1
0.693147181,1.945910149,0.59434097,6.12749282,3.33220451,5.164785974,0.693147181,3.663561646,3.663561646,1
0.693147181,1.791759469,0.138248142,5.746203191,3.258096538,4.234106505,0.606135803,6.163314804,6.131226489,1
0,0,0,6.200509174,3.135494216,2.197224577,0.693147181,6.475432717,6.354370041,0
0,1.386294361,0.523627085,5.813383985,3.295836866,4.812184355,0.693147181,6.470799504,6.349138991,1
0,0,0,6.190315406,3.091042453,2.833213344,0.693147181,5.888877958,5.831882477,0
0,0,0,6.188264123,3.091042453,1.098612289,0.693147181,6.047372179,5.910796644,1
0,1.386294361,0.565648818,6.852770971,3.258096538,2.397895273,0.559615788,6.401917197,6.29156914,1
0.693147181,2.48490665,0.639392828,6.345636361,3.295836866,4.934473933,0.606135803,6.395261598,6.369900983,1
0,0.693147181,0.298486183,5.967427969,3.218875825,1.945910149,0.693147181,5.765191103,5.707110265,0
0,0.693147181,0.672784713,6.363889801,3.218875825,3.583518938,0.693147181,5.981414211,5.863631176,1
0,1.098612289,0.572394864,6.306275287,3.17805383,1.386294361,0.510825624,5.690359454,5.634789603,1
0,0,0,6.354370041,3.091042453,0.693147181,0.693147181,6.068425588,5.983936281,0
0,0.693147181,0.543444648,6.557488331,3.17805383,1.098612289,0.405465108,5.902633333,5.80814249,0
0,0,0,6.350885717,3.091042453,0,0.693147181,5.552959585,5.497168225,0
0.693147181,1.609437912,0.583133735,6.401585467,3.17805383,2.302585093,0.336472237,5.505331536,5.505331536,1
0,1.098612289,0.658963716,6.294035232,3.17805383,2.079441542,0.510825624,5.472270674,5.429345629,1
1.098612289,3.36729583,0.613913678,6.131151524,3.295836866,7.289610521,0.583947888,5.605802066,5.598421959,1
0,0,0,6.391917113,3.091042453,1.098612289,0.693147181,5.38907173,5.356586275,0
0,0,0,6.396929655,3.091042453,2.708050201,0.693147181,5.327876169,5.293304825,0
0,0,0,6.475432717,3.044522438,1.609437912,0.693147181,5.424950017,5.393627546,0
0,0,0,6.490723535,3.044522438,1.386294361,0.693147181,4.605170186,4.574710979,1
0,2.197224577,0.62385485,6.318968114,3.135494216,5.777652323,0.635988767,5.298317367,5.262690189,1
0,0.693147181,0.594032742,6.649632009,3.135494216,3.36729583,0.693147181,5.231108617,5.192956851,0
0,0,0,6.464588304,3.044522438,2.079441542,0.693147181,2.944438979,2.944438979,1
0,0,0,6.464588304,3.044522438,0.693147181,0.693147181,5.267858159,5.231108617,1
0,1.945910149,0.507082191,6.455423156,3.091042453,3.784189634,0.619039208,5.141663557,5.099866428,1
0,0,0,6.539585956,2.995732274,0,0.693147181,4.983606622,4.941642423,1
0,0,0,6.530877628,2.995732274,1.098612289,0.693147181,4.9698133,4.927253685,1
0,0,0,6.613384218,2.995732274,0.693147181,0.693147181,4.859812404,4.828313737,0
0,0,0,6.782192056,2.995732274,2.772588722,0.693147181,5.96870756,5.908082938,0
0,0,0,6.782192056,2.995732274,0,0.693147181,4.430816799,4.406719247,1
0,0,0,6.782192056,2.995732274,0,0.693147181,4.418840608,4.394449155,1
0,0.693147181,0,6.263398263,2.995732274,1.098612289,0.693147181,4.382026635,4.356708827,1
0,0,0,6.773080376,2.995732274,0,0.693147181,4.33073334,4.304065093,1
0,1.098612289,0.558495121,6.354949583,3.091042453,4.356708827,0.693147181,4.317488114,4.290459441,1
0.693147181,2.197224577,0.56597607,5.991464547,3.091042453,5.164785974,0.635988767,5.963579344,5.945420609,1
0,1.386294361,0.213607746,6.926577033,3.091042453,4.33073334,0.693147181,4.143134726,4.110873864,1
0.693147181,1.945910149,0.678457698,5.87010369,3.091042453,4.343805422,0.356674944,5.934894196,5.916202063,1
0,1.609437912,0.53059071,6.241055268,3.135494216,4.727387819,0.693147181,3.433987204,3.401197382,1
0,1.945910149,0.613062075,6.394784499,3.091042453,4.976733742,0.451985123,3.17805383,3.135494216,1
0,0.693147181,0.584720919,6.759835149,3.091042453,2.197224577,0.405465108,3.912023005,3.871201011,1
0,1.791759469,0.577282116,6.497780015,3.091042453,5.123963979,0.693147181,3.850147602,3.80666249,1
0,0,0,6.741700695,2.995732274,1.386294361,0.693147181,1.609437912,1.609437912,0
0,0,0,6.736966958,2.944438979,2.564949357,0.693147181,5.730099783,5.673323267,0
0,0,0,6.727431725,2.944438979,0,0.693147181,2.63905733,2.63905733,0
0,0,0,6.727431725,2.944438979,2.944438979,0.693147181,2.564949357,2.564949357,0
0,0,0,6.727431725,2.890371758,0,0.693147181,3.496507561,3.433987204,0
0,0,0,6.727431725,2.890371758,1.386294361,0.693147181,4.762173935,4.691347882,0
0,0,0,6.752270376,2.833213344,1.791759469,0.693147181,4.634728988,4.553876892,0
0,0,0,6.746412129,2.833213344,1.098612289,0.693147181,3.583518938,3.583518938,0
0,0,0,6.745236349,2.833213344,0,0.693147181,5.081404365,5.036952602,1
0,0,0,6.741700695,2.833213344,0.693147181,0.693147181,3.465735903,3.465735903,0
0,0,0,6.738152495,2.833213344,0,0.693147181,4.356708827,4.290459441,0
0,0,0,6.736966958,2.833213344,0.693147181,0.693147181,4.33073334,4.262679877,0
0,0,0,6.736966958,2.833213344,0,0.693147181,5.056245805,5.010635294,1
0,0,0,6.719013154,2.833213344,0,0.693147181,4.317488114,4.248495242,0
0,0,0,6.716594774,2.833213344,1.791759469,0.693147181,1.945910149,1.945910149,1
0,0,0,6.716594774,2.772588722,2.079441542,0.693147181,3.044522438,2.995732274,0
0,0,0,6.716594774,2.772588722,2.944438979,0.693147181,2.944438979,2.890371758,0
0,1.098612289,0.276598524,6.470283375,2.833213344,4.663439094,0.693147181,3.135494216,3.135494216,1
0,0,0,6.692083743,2.708050201,1.945910149,0.693147181,5.010635294,4.96284463,1
0,1.609437912,0.62608912,6.705639095,2.890371758,3.713572067,0.693147181,2.197224577,2.197224577,1
0,0,0,6.685860947,2.708050201,1.609437912,0.693147181,1.386294361,1.386294361,0
0,0,0,6.684611728,2.63905733,1.386294361,0.693147181,4.86753445,4.828313737,1
0,1.609437912,0.556720343,6.11368218,2.890371758,6.561030666,0.693147181,3.80666249,3.784189634,1
0,1.386294361,0.615194221,6.70930434,2.833213344,3.970291914,0.693147181,4.820281566,4.779123493,1
0,0,0,6.639875834,2.63905733,2.397895273,0.693147181,3.688879454,3.663561646,0
0,1.791759469,0.577964001,6.632221341,2.772588722,4.753590191,0.606135803,3.63758616,3.610917913,1
0,0,0,6.642486801,2.63905733,1.791759469,0.693147181,4.672828834,4.624972813,0
0.693147181,2.302585093,0.552449318,6.02827852,2.772588722,5.541263545,0.530628251,4.663439094,4.644390899,1
0,1.098612289,0.580605585,6.44624878,2.772588722,4.060443011,0.693147181,4.564348191,4.521788577,1
0,0,0,6.633318433,2.63905733,0.693147181,0.693147181,4.317488114,4.262679877,1
0,0,0,6.633318433,2.63905733,2.48490665,0.693147181,3.218875825,3.17805383,0
0,0.693147181,0.690157822,6.570882962,2.772588722,1.098612289,0.693147181,4.262679877,4.204692619,0
0,0,0,6.635946556,2.63905733,1.609437912,0.693147181,4.234106505,4.17438727,0
0,1.098612289,0.591586766,6.18689426,2.772588722,4.465908119,0.510825624,3.988984047,3.988984047,1
0,0,0,6.602587892,2.48490665,1.098612289,0.693147181,3.496507561,3.433987204,0
0,0.693147181,0.590146232,6.043819777,2.48490665,5.117993812,0.693147181,3.401197382,3.33220451,1
0,0,0,6.590301048,2.397895273,0,0.693147181,4.025351691,3.988984047,0
0,0,0,6.586171655,2.397895273,2.772588722,0.693147181,4.905274778,4.770684624,1
0,0,0,6.583409222,2.397895273,0.693147181,0.693147181,4.812184355,4.672828834,0
0,0,0,6.582025139,2.397895273,0,0.693147181,4.804021045,4.663439094,1
0,0,0,6.582025139,2.397895273,0.693147181,0.693147181,4.795790546,4.65396035,0
0,0,0,6.582025139,2.397895273,3.610917913,0.693147181,4.718498871,4.564348191,1
0,0,0,6.563855527,2.397895273,4.454347296,0.693147181,3.401197382,3.33220451,0
0,0,0,6.561030666,2.397895273,3.583518938,0.693147181,4.634728988,4.465908119,0
0,0.693147181,0.683030558,6.748173209,2.564949357,3.044522438,0.693147181,4.615120517,4.442651256,1
0,1.386294361,0.428382559,6.081647971,2.564949357,3.912023005,0.693147181,4.574710979,4.394449155,1
0,0,0,6.447305863,2.397895273,1.386294361,0.693147181,3.044522438,2.944438979,1
0,0,0,6.447305863,2.397895273,2.708050201,0.693147181,2.944438979,2.890371758,0
0,0,0,6.448889394,2.302585093,4.406719247,0.693147181,4.025351691,3.737669618,0
0,0,0,6.448889394,2.302585093,3.218875825,0.693147181,3.33220451,3.33220451,0
0,0,0,6.448889394,2.197224577,2.48490665,0.693147181,2.197224577,2.197224577,0
0,0,0,6.444131257,2.079441542,0.693147181,0.693147181,4.234106505,4.204692619,0
0,0,0,6.444131257,2.079441542,2.197224577,0.693147181,2.197224577,2.197224577,0
0,1.609437912,0.273070265,5.65178718,2.197224577,0,0.182321557,3.044522438,3.044522438,1
0,1.609437912,0.276320869,5.838313368,2.197224577,6.439350371,0.693147181,1.791759469,1.791759469,1
0,0,0,6.440946541,1.791759469,2.079441542,0.693147181,4.204692619,4.17438727,0
0,0,0,6.440946541,1.791759469,2.63905733,0.693147181,6.161207322,6.152732695,1
0,0,0,6.434546519,1.791759469,1.386294361,0.693147181,6.120297419,6.11146734,0
0,1.791759469,0.615173427,5.950208431,2.197224577,5.537334267,0.606135803,6.079933195,6.070737728,1
0,0,0,6.431331082,1.791759469,2.48490665,0.693147181,6.063785209,6.054439346,0
0,1.609437912,0.591371837,6.258433578,2.079441542,3.688879454,0.587786665,6.059123196,6.049733455,1
0,0.693147181,0.559384479,6.308098442,1.945910149,0.693147181,0.693147181,6.042632834,6.033086222,1
0,1.945910149,0.597618846,6.288920131,2.079441542,3.555348061,0.619039208,6.023447593,6.013715156,1
0,0,0,6.423246964,1.791759469,0,0.693147181,5.991464547,5.981414211,0
0,2.63905733,0.610345742,6.02827852,2.079441542,5.602118821,0.656779537,5.978885765,5.96870756,1
0,0,0,6.37331979,1.791759469,2.197224577,0.693147181,5.940171253,5.929589143,1
0,0.693147181,0.693147181,6.143112097,2.079441542,3.218875825,0.693147181,5.929589143,5.918893854,0
0,1.386294361,0.290235796,6.532698127,2.079441542,1.791759469,0.559615788,5.880532986,5.869296913,1
0,2.079441542,0.457782959,6.06610809,2.197224577,2.397895273,0.559615788,5.84932478,5.837730447,1
0,0,0,6.34738921,1.791759469,0,0.693147181,5.82008293,5.80814249,1
0,1.386294361,0.600748592,5.950642553,2.079441542,2.833213344,0.693147181,5.81711116,5.805134969,1
0,0.693147181,0.672287055,6.393590754,1.791759469,0,0.693147181,5.749392986,5.736572297,1
0,1.098612289,0.522295245,6.312339587,2.079441542,0.693147181,0.510825624,5.730099783,5.717027701,1
0,2.079441542,0.563014326,6.041444479,2.079441542,2.63905733,0.559615788,5.700443573,5.686975356,1
0,0,0,6.33150185,1.791759469,1.098612289,0.693147181,5.669880923,5.655991811,1
0,1.098612289,0.571103811,6.170307839,1.791759469,0,0.287682072,5.631211782,5.616771098,1
0,1.098612289,0.636850789,5.77971418,1.945910149,2.302585093,0.510825624,5.602118821,5.587248658,1
0,0,0,6.289715571,1.791759469,1.386294361,0.693147181,5.579729826,5.564520407,0
0,0,0,6.289715571,1.791759469,0,0.693147181,5.541263545,5.525452939,1
0,3.433987204,0.486705833,5.377068919,2.197224577,7.060476366,0.35020243,5.533389489,5.517452896,1
0,1.386294361,0.619954169,5.299566586,2.079441542,5.231108617,0.559615788,5.351858133,5.332718793,1
0,0,0,6.040254711,1.791759469,2.564949357,0.693147181,5.225746674,5.204006687,0
0,1.098612289,0.634739178,5.908988325,2.079441542,3.295836866,0.693147181,5.204006687,5.18178355,1
0,0.693147181,0.688675226,6.01615716,2.079441542,3.688879454,0.693147181,5.18178355,5.159055299,1
0,0,0,6.023447593,1.791759469,0,0.693147181,3.912023005,3.891820298,0
0,1.609437912,0.562594778,5.83305481,2.079441542,4.927253685,0.336472237,3.891820298,3.871201011,1
0.693147181,3.761200116,0.692879992,5.152215603,2.197224577,8.135346949,0.542864978,3.784189634,3.784189634,0
0,0,0,5.937536205,1.609437912,0,0.693147181,5.081404365,5.062595033,0
0,1.609437912,0.664338026,5.879415043,1.945910149,3.891820298,0.587786665,5.075173815,5.056245805,1
0,0,0,5.929589143,1.609437912,1.098612289,0.693147181,4.691347882,4.663439094,0
0,0.693147181,0.693147181,5.358941988,1.609437912,3.80666249,0.693147181,4.682131227,4.65396035,1
0,1.386294361,0.662014309,6.130682863,2.079441542,3.80666249,0.693147181,4.605170186,4.584967479,0
0,1.609437912,0.653017636,5.164785974,1.791759469,6.194405391,0.587786665,4.564348191,4.543294782,1
0,0,0,5.932245187,1.609437912,1.386294361,0.693147181,4.33073334,4.33073334,1
0,0.693147181,0.63195819,5.954541193,1.945910149,3.988984047,0.693147181,4.317488114,4.317488114,1
0,0.693147181,0.685733838,5.671603576,1.791759469,3.091042453,0.693147181,4.077537444,4.077537444,1
0,0,0,5.926926026,1.609437912,2.890371758,0.693147181,4.007333185,4.007333185,0
0,1.386294361,0.641942827,5.458521118,1.791759469,5.641907071,0.693147181,3.688879454,3.688879454,1
0,0,0,5.814130532,1.609437912,2.564949357,0.693147181,3.496507561,3.496507561,0
0,0,0,5.80814249,1.609437912,1.791759469,0.693147181,3.258096538,3.258096538,0
0,0,0,5.786897381,1.386294361,1.098612289,0.693147181,5.446737372,5.446737372,1
0,0,0,5.690359454,1.386294361,2.48490665,0.693147181,5.370638028,5.370638028,0
0,2.397895273,0.645607464,5.183824368,1.098612289,6.338594078,0.492476485,5.327876169,5.327876169,1
0,2.833213344,0.568441077,4.851110723,1.386294361,4.204692619,0.111225635,4.86753445,4.86753445,1
0,0,0,5.666426688,0.693147181,3.33220451,0.693147181,4.532599493,4.532599493,1
0,0,0,5.659482216,0.693147181,3.218875825,0.693147181,4.442651256,4.442651256,0
0,2.995732274,0.550753797,4.740574823,0.693147181,5.468060141,0.470003629,4.158883083,4.158883083,1
0,2.772588722,0.519957292,5.122847285,1.386294361,7.266827348,0.523248144,4.418840608,4.418840608,0
0,2.772588722,0.608713484,5.080627666,1.386294361,6.877296071,0.523248144,3.951243719,3.951243719,0
0,1.098612289,0.609548632,5.720311777,1.098612289,4.33073334,0.693147181,1.386294361,1.386294361,0
0,3.218875825,0.558629637,4.877332447,1.609437912,7.819234454,0.494696242,3.295836866,3.295836866,0
0,2.890371758,0.536924169,5.957419307,2.564949357,6.993015123,0.476924072,4.875197323,4.844187086,0
0,2.397895273,0.506160539,5.784663991,2.48490665,6.501289671,0.546543706,4.521788577,4.477336814,0
0,0,0,6.630683386,2.302585093,4.143134726,0.693147181,2.772588722,2.48490665,0
0,0,0,6.688354714,3.044522438,5.66296048,0.693147181,3.044522438,3.044522438,0
0,0.693147181,0.691008621,6.959873233,3.091042453,6.293419279,0.693147181,1.609437912,1.609437912,0
0,0,0,6.693323668,2.944438979,4.718498871,0.693147181,5.733341277,5.676753802,0
0,0,0,6.759255271,2.890371758,2.564949357,0.693147181,5.379897354,5.327876169,0
0.693147181,3.135494216,0.409719931,6.301344075,3.091042453,8.448271746,0.553385238,6.739336627,6.692083743,0
0.693147181,2.63905733,0.562005518,6.320768294,3.135494216,8.041734711,0.579818495,6.584791392,6.533788838,0
0,2.63905733,0.231367303,6.291436856,3.091042453,6.769641977,0.538996501,5.590986981,5.549076085,0
0.693147181,3.17805383,0.594792891,6.141858178,3.044522438,7.75319427,0.510825624,5.198497031,5.170483995,0
0.693147181,2.944438979,0.369753613,6.231102887,3.091042453,8.245646901,0.639079959,6.711740395,6.663132696,0
0,2.079441542,0.631119216,6.538863151,3.091042453,6.519147288,0.628608659,2.708050201,2.63905733,0
0,0,0,6.74051936,2.944438979,4.430816799,0.693147181,6.453624999,6.401917197,0
0.693147181,2.397895273,0.644752618,6.169420528,3.044522438,6.65544035,0.546543706,5.81711116,5.793013608,0
0,2.708050201,0.557532818,6.383844416,2.995732274,6.378426184,0.624154309,5.278114659,5.225746674,0
0,3.295836866,0.593262446,6.178558648,3.044522438,7.604894481,0.595983432,5.648974238,5.598421959,0
0,0,0,6.456769656,3.36729583,6.880384082,0.693147181,6.188264123,6.070737728,0
0,1.945910149,0.660129996,5.669880923,3.465735903,8.402231173,0.451985123,6.432940093,6.320768294,0
0,0,0,6.450470422,3.33220451,6.431331082,0.693147181,6.418364936,6.304448802,0
0,0,0,6.448889394,3.258096538,6.251903883,0.693147181,1.098612289,1.098612289,0
0,0,0,6.448889394,3.218875825,5.837730447,0.693147181,4.158883083,3.737669618,0
0,0,0,6.448889394,3.044522438,4.17438727,0.693147181,5.429345629,5.398162702,0
