commitdate,ns,nm,nf,entropy,la,ld,lt,fix,ndev,pd,npt,exp,rexp,sexp,bug
25/11/2002 7:07,1,4,11,0,0,0,61.36363636,0,1,0,0.090909091,620,620,620,1
25/11/2002 7:07,1,1,1,0,0,0,95,0,1,0,1,362,362,362,1
25/11/2002 7:07,1,5,16,0,0,0,130.9375,0,1,0,0.0625,357,357,357,1
25/11/2002 7:07,1,3,7,0,0,0,142.1428571,0,1,0,0.142857143,452,452,452,1
25/11/2002 7:07,1,2,23,0,0,0,50,0,1,0,0.043478261,200,200,200,1
25/11/2002 7:07,1,2,4,0,0,0,240.75,0,1,0,0.25,281,281,281,1
25/11/2002 7:07,1,1,16,0,0,0,46.6875,0,1,0,0.0625,281,281,281,1
25/11/2002 7:07,1,4,20,0,0,0,63.1,0,1,0,0.05,521,521,521,1
25/11/2002 7:07,1,1,2,0,0,0,102,0,1,0,0.5,574,574,574,1
25/11/2002 7:07,1,1,1,0,0,0,254,0,1,0,1,646,646,646,1
25/11/2002 7:07,1,1,1,0,0,0,56,0,1,0,1,602,602,602,1
25/11/2002 7:07,1,2,4,0,0,0,88.25,0,1,0,0.25,496,496,496,1
25/11/2002 8:01,1,4,4,0.960964047,0.017241379,0.017241379,72.5,1,1,0,1,650,650,650,0
25/11/2002 10:08,1,10,17,0.837497211,0.059851695,0.015360169,111.0588235,0,1,0,0.529411765,667,667,667,0
25/11/2002 10:09,1,1,1,0,0.004115226,0.004115226,243,1,1,0,1,668,668,668,0
25/11/2002 10:10,1,1,1,0,0.022222222,0.017777778,225,1,1,0,1,669,669,669,0
25/11/2002 10:20,1,1,1,0,0.00729927,0.00729927,137,1,1,0,1,670,670,670,0
25/11/2002 10:26,1,1,1,0,0.04,0,125,0,1,0,1,671,671,671,0
25/11/2002 10:39,1,4,4,0.324902913,0.043165468,0.034943474,243.25,1,1,0,0.5,675,675,675,1
25/11/2002 10:53,1,5,5,0.775690761,0.054755043,0.014409222,69.4,1,1,0,1,680,680,680,1
25/11/2002 11:19,1,3,3,0.758502705,0.28125,0.178977273,117.3333333,0,1,0,1,683,683,683,0
25/11/2002 12:31,1,3,5,0.498917768,0.237288136,0.086629002,106.2,0,1,0,0.8,688,688,688,0
25/11/2002 17:35,1,1,1,0,0.029315961,0,307,0,1,0,1,689,689,689,0
25/11/2002 18:08,1,1,1,0,0.071274298,0.107991361,463,0,1,0,1,690,690,690,0
26/11/2002 11:49,1,3,3,0.081994216,0.625766871,0.52392638,271.6666667,0,1,3,1,694,694,694,1
26/11/2002 11:49,1,1,1,0,0.157657658,0.072072072,222,1,1,1,1,691,691,691,0
26/11/2002 11:50,1,3,45,0.092488883,0.262910798,0.070422535,4.733333333,0,1,45,0.111111111,771,771,771,1
26/11/2002 11:50,1,1,32,0,0,0,12.46875,0,1,0,0.03125,771,771,771,1
26/11/2002 12:05,1,1,2,0,0,0,16,0,1,0,0.5,2,2,2,0
26/11/2002 12:06,1,1,1,0,0,0,0,0,2,1,1,3,3,3,0
26/11/2002 12:08,1,3,3,0.819448372,0.028132992,0.012787724,130.3333333,1,2,3,1,6,6,6,1
26/11/2002 12:35,1,1,2,0.139232999,0.892857143,0.017857143,28,0,1,0,0.5,773,773,773,0
26/11/2002 12:36,1,9,25,0.765935764,0.043865661,0.030157642,58.36,0,1,25,0.48,798,798,798,0
26/11/2002 17:58,1,1,1,0,0.467741935,0.911290323,248,1,1,1,1,799,799,799,0
26/11/2002 17:58,1,1,3,0,0,0,81.66666667,1,1,0,0.333333333,813,813,813,0
26/11/2002 17:58,1,6,11,0.558856976,0.694327731,0.227941176,86.54545455,1,1,5,0.636363636,813,813,813,1
26/11/2002 18:00,1,1,2,0.177389453,0.134020619,0.12371134,145.5,1,1,2,1,815,815,815,0
26/11/2002 18:00,1,1,1,0,0.00811359,0.004056795,493,0,1,0,1,816,816,816,0
26/11/2002 18:01,1,2,5,0.965665126,0.256038647,0.149758454,41.4,1,1,5,0.4,821,821,821,1
27/11/2002 7:18,1,1,1,0,0.363970588,0.330882353,272,1,1,2,1,822,822,822,1
27/11/2002 7:55,1,2,3,0.879173369,0.016509434,0.061320755,282.6666667,1,2,4,1,825,825,825,1
27/11/2002 7:56,1,1,1,0,0.040540541,0,74,1,1,1,1,826,826,826,0
27/11/2002 8:12,1,1,1,0,0.028,0.016,250,0,1,1,1,827,827,827,0
28/11/2002 6:40,1,1,3,0,0,0,47,0,1,0,0.333333333,840,840,840,1
28/11/2002 6:40,1,4,10,0.741273524,0.500522466,0.992685475,95.7,0,1,30,0.6,840,840,840,1
28/11/2002 6:57,1,13,37,0.898089654,0.03023146,0.064714218,57.21621622,0,2,78,0.243243243,43,43,43,0
28/11/2002 9:27,1,2,3,0.557908155,0.041666667,0.016666667,240,1,1,2,0.666666667,843,843,843,0
28/11/2002 15:01,1,11,21,0.571849052,0.104562738,0.12661597,125.2380952,0,2,31,0.428571429,864,864,864,1
29/11/2002 6:51,1,1,1,0,0.018518519,0.018518519,54,1,2,4,1,44,44,44,0
29/11/2002 8:38,1,9,16,0.761904522,0.12432697,0.101321586,127.6875,1,2,22,0.25,880,880,880,1
29/11/2002 9:06,1,1,2,0.999884415,0.061503417,0.118451025,219.5,1,1,5,1,882,882,882,0
29/11/2002 9:07,1,1,1,0,0.00877193,0.00877193,114,0,1,4,1,883,883,883,0
29/11/2002 13:24,1,1,1,0,0,0,10,1,1,0,1,895,895,895,0
29/11/2002 13:24,1,6,11,0.635010889,0.150875075,0.064574532,150.6363636,1,1,39,0.818181818,895,895,895,0
30/11/2002 10:23,1,2,3,0.99189177,0.25877193,0.127192982,76,0,1,3,0.333333333,898,898,898,1
30/11/2002 10:34,1,1,1,0,0.03125,0.03125,32,0,1,0,1,899,899,899,0
30/11/2002 10:34,1,3,3,0.864973521,0.005578801,0.0013947,239,1,1,3,0.333333333,902,902,902,1
30/11/2002 12:25,1,5,7,0.497816355,0.210526316,0.120300752,133,0,2,20,1,909,909,909,1
30/11/2002 12:35,1,3,3,0.706157732,0.127147766,0.10652921,194,0,2,0,0.666666667,912,912,912,1
30/11/2002 12:37,1,1,2,0.450791388,0.150485437,0.106796117,103,0,2,0,1,914,914,914,1
2/12/2002 8:09,1,15,26,0.487204137,0.107132375,0.061344291,131.0384615,0,2,119,0.576923077,941,941,941,1
2/12/2002 8:09,1,1,1,0,0,0,70,0,1,0,1,941,941,941,0
2/12/2002 8:29,1,1,1,0,0.017786561,0.001976285,506,1,1,0,1,942,942,942,0
2/12/2002 14:36,1,1,1,0,0.057142857,0.057142857,35,1,2,4,1,45,45,45,0
4/12/2002 6:15,1,4,5,0.678280279,0.072562358,0.072562358,88.2,0,1,31,0.6,947,947,947,1
4/12/2002 6:16,1,1,1,0,0,0,13,0,1,0,1,948,948,948,0
4/12/2002 6:17,1,1,1,0,0.162162162,0.162162162,37,0,1,9,1,949,949,949,0
4/12/2002 6:17,1,7,19,0.396784549,0.1461837,0.496765847,40.68421053,0,2,94,0.526315789,968,968,968,1
4/12/2002 6:23,1,1,7,0.997230955,0.06918239,0.025157233,45.42857143,1,2,14,0.142857143,975,975,975,0
4/12/2002 7:19,1,1,1,0,0.006493506,0.006493506,154,1,2,4,1,976,976,976,0
4/12/2002 8:45,1,1,1,0,1.666666667,0.166666667,18,1,2,9,1,1,1,1,0
4/12/2002 8:46,1,2,8,0.783496802,0.120098039,0.004901961,51,0,3,57,0.25,9,9,9,0
4/12/2002 8:56,1,1,1,0,0.1875,0.125,16,0,2,9,1,10,10,10,0
4/12/2002 8:57,1,1,1,0,0.525,0.225,40,0,2,9,1,11,11,11,0
4/12/2002 8:58,1,2,4,0.926388041,0.683544304,0.189873418,19.75,0,2,36,0.5,15,15,15,0
4/12/2002 9:24,1,2,4,0.949195577,0.071269488,0.022271715,112.25,0,1,21,1,980,980,980,0
4/12/2002 10:05,1,1,2,0.970950594,0.020547945,0.01369863,73,1,2,5,1,17,17,17,0
5/12/2002 8:32,1,1,1,0,0.051282051,0.025641026,39,1,1,10,1,981,981,981,0
5/12/2002 10:13,1,8,11,0.367331416,0.109273183,0.047117794,181.3636364,0,3,78,0.818181818,992,992,992,1
5/12/2002 17:07,1,1,3,0.643824891,0.978647687,0.088967972,93.66666667,0,3,21,0.666666667,3,3,3,1
6/12/2002 12:51,1,1,1,0,0.023076923,0.023076923,130,1,2,1,1,993,993,993,0
6/12/2002 12:52,1,2,3,0.33308812,0.492385787,0.152284264,131.3333333,0,1,8,0.666666667,996,996,996,1
9/12/2002 10:33,1,2,3,0.809177954,0.135371179,0.017467249,76.33333333,0,1,13,0.666666667,999,999,999,1
9/12/2002 10:34,1,2,3,0.790845354,0.022861981,0.032176122,393.6666667,1,1,12,0.333333333,1002,1002,1002,1
9/12/2002 10:35,1,1,1,0,0,0.235294118,17,0,2,4,1,1003,1003,1003,0
9/12/2002 11:20,1,1,1,0,0.354166667,0.291666667,48,0,1,5,1,1004,1004,1004,1
9/12/2002 11:55,1,1,3,0.904588978,0.272727273,0.03030303,88,0,1,27,0.666666667,1007,1007,1007,0
9/12/2002 12:52,1,1,1,0,0.037837838,0.005405405,185,0,1,0,1,1008,1008,1008,0
9/12/2002 12:52,1,1,1,0,0,0,90,0,1,0,1,1010,1010,1010,0
9/12/2002 12:52,1,1,1,0,1.507462687,0.552238806,67,0,1,14,1,1010,1010,1010,0
9/12/2002 12:53,1,4,8,0.864735266,0.053263316,0.049512378,166.625,1,1,108,0.5,1018,1018,1018,0
10/12/2002 10:01,1,95,404,0.941062389,0.054176072,0.04995907,99.78465347,1,4,5643,0.272277228,1422,1422,1422,1
11/12/2002 12:17,1,1,1,0,0.56937799,0.38277512,209,0,2,1,1,1,1,1,0
11/12/2002 12:28,1,1,1,0,0.015384615,0,130,1,2,16,1,2,2,2,0
11/12/2002 12:35,1,1,1,0,0,0.015625,128,0,2,0,1,3,3,3,0
11/12/2002 13:49,1,1,2,0,0,0,15.5,0,1,0,0.5,5,5,5,0
11/12/2002 15:16,1,1,1,0,0.015625,0.015625,64,1,2,16,1,46,46,46,0
11/12/2002 16:18,1,1,1,0,0.024096386,0,83,1,2,1,1,47,47,47,0
11/12/2002 16:20,1,3,4,0.923219672,0.035040431,0.018867925,92.75,0,2,4,0.25,51,51,51,0
12/12/2002 7:41,1,7,17,0.875088427,0.04400607,0.025796662,116.2941176,0,2,87,0.470588235,68,68,68,1
12/12/2002 9:14,1,8,37,0.728408666,0.513465895,0.272338283,107.3783784,0,3,374,0.405405405,1468,1468,1468,0
12/12/2002 9:14,1,1,1,0,0,0,0,0,1,0,1,1468,1468,1468,0
12/12/2002 9:14,1,1,1,0,0,0,0,0,1,0,1,1468,1468,1468,0
12/12/2002 9:14,1,1,1,0,0,0,0,0,1,0,1,1468,1468,1468,0
12/12/2002 9:14,1,1,1,0,0,0,0,0,1,0,1,1468,1468,1468,0
12/12/2002 9:14,1,1,1,0,0,0,0,0,1,0,1,1468,1468,1468,0
12/12/2002 9:14,1,1,1,0,0.017241379,0.017241379,116,0,1,10,1,1468,1468,1468,0
12/12/2002 9:14,1,1,1,0,0,0,0,0,1,0,1,1468,1468,1468,0
12/12/2002 9:14,1,18,28,0.788458743,0.105880092,0.120868563,185.8571429,0,2,332,0.642857143,1501,1501,1501,0
12/12/2002 9:14,1,2,2,0.764204507,0.128205128,0.044871795,78,0,1,34,1,1424,1424,1424,0
12/12/2002 9:14,1,3,5,0.941031105,0.074410163,0.038112523,220.4,0,1,57,0.8,1501,1501,1501,0
12/12/2002 13:12,1,1,1,0,0,0,0,0,1,0,1,1516,1516,1516,0
12/12/2002 13:12,1,2,3,0.747837403,0.819672131,0.418032787,40.66666667,0,1,34,0.666666667,1516,1516,1516,0
12/12/2002 13:12,1,4,11,0.64038322,0.283161512,0.321649485,132.2727273,0,1,170,0.454545455,1516,1516,1516,0
12/12/2002 13:13,1,1,3,0.844044005,0.035353535,0.022727273,132,0,1,10,0.666666667,1522,1522,1522,0
12/12/2002 13:13,1,2,3,0.826074224,0.008919722,0.001982161,336.3333333,0,1,43,1,1522,1522,1522,0
12/12/2002 14:35,1,4,8,0.779171827,0.170833333,0.159722222,90,0,4,72,0.75,1530,1530,1530,0
13/12/2002 11:30,1,1,1,0,0.014285714,0.028571429,210,0,2,2,1,6,6,6,0
13/12/2002 11:33,1,1,1,0,1.280991736,1.363636364,121,1,2,2,1,7,7,7,0
13/12/2002 11:35,1,1,1,0,1.663265306,1.653061224,98,0,2,3,1,8,8,8,0
15/12/2002 8:51,1,2,2,0.70503465,1.662162162,6.162162162,37,0,1,20,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1654,1654,1654,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1654,1654,1654,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1571,1571,1571,0
15/12/2002 8:51,1,2,4,0.88276623,0.270944742,0.098039216,140.25,0,1,80,0.5,1571,1571,1571,0
15/12/2002 8:51,1,3,7,0.70956156,0.213349225,0.145411204,119.8571429,0,1,100,0.571428571,1585,1585,1585,0
15/12/2002 8:51,1,3,7,0.968427237,0.055555556,0.051724138,74.57142857,0,2,99,0.571428571,1585,1585,1585,0
15/12/2002 8:51,1,2,6,0,0.086419753,0.012345679,13.5,0,1,80,0.5,1639,1639,1639,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,2,4,0.770354793,0.098425197,0.007874016,63.5,0,1,69,1,1645,1645,1645,0
15/12/2002 8:51,1,2,2,0.029833323,0.33497191,0.126404494,712,0,1,36,1,1645,1645,1645,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1571,1571,1571,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1571,1571,1571,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1571,1571,1571,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1571,1571,1571,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1571,1571,1571,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1571,1571,1571,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1571,1571,1571,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1571,1571,1571,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1571,1571,1571,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1571,1571,1571,0
15/12/2002 8:51,1,3,25,0.807961466,1.994328922,0.234404537,21.16,0,1,260,0.12,1571,1571,1571,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1571,1571,1571,0
15/12/2002 8:51,1,4,4,0.687192922,0.07116451,0.06284658,270.5,0,1,66,1,1654,1654,1654,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,5,23,0.952602727,0.849439776,0.011904762,62.08695652,0,2,46,0.130434783,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,1,1,0,0,0,0,0,1,0,1,1631,1631,1631,0
15/12/2002 8:51,1,2,2,0.495173479,0.05802969,0.053981107,370.5,0,1,6,1,1639,1639,1639,0
15/12/2002 8:51,1,2,3,0.683243601,1.519480519,0,25.66666667,0,1,20,0.666666667,1654,1654,1654,0
15/12/2002 11:39,1,1,1,0,0,0,0,0,1,0,1,1656,1656,2,0
15/12/2002 11:39,1,1,1,0,2.583333333,0,36,0,1,0,1,1656,1656,2,0
15/12/2002 11:41,1,1,1,0,0,0,0,0,1,0,1,1658,1658,4,0
15/12/2002 11:41,1,1,1,0,2.4,0,25,0,1,0,1,1658,1658,4,0
16/12/2002 17:33,1,1,1,0,0.041666667,0,48,1,1,0,1,1659,1659,1655,0
17/12/2002 7:10,1,2,3,0.77346377,0.056701031,0.134020619,129.3333333,0,2,56,1,71,71,71,0
17/12/2002 7:12,1,5,6,0.853487978,0.080714286,0.078571429,233.3333333,0,3,69,1,112,112,112,0
17/12/2002 7:12,1,5,19,0.865916937,0.179853338,0.866846777,136.3684211,0,2,391,0.421052632,102,102,102,0
17/12/2002 7:12,1,6,12,0.840033537,0.140902873,0.2749658,182.75,0,2,149,0.583333333,102,102,102,0
17/12/2002 7:12,1,3,4,0.719793306,0.083870968,0.086021505,116.25,0,2,83,1,112,112,112,0
18/12/2002 14:18,1,1,1,0,0,0,0,0,1,0,1,1692,1692,1688,0
18/12/2002 14:18,1,11,28,0.813572298,0.275266633,0.204164551,70.32142857,0,2,151,0.25,1692,1692,1688,0
18/12/2002 14:18,1,1,1,0,0,0,0,0,1,0,1,1692,1692,1688,0
18/12/2002 14:18,1,3,3,0.927114849,1.073619632,0.147239264,54.33333333,0,1,0,0.333333333,1692,1692,1688,0
18/12/2002 14:26,1,1,1,0,0.066666667,0.5,30,0,1,0,1,1693,1693,5,0
18/12/2002 18:14,1,2,3,0.603561388,0.565217391,0.100686499,145.6666667,0,1,46,1,1705,1705,1700,0
18/12/2002 18:14,1,1,1,0,0,0,0,0,1,0,1,1705,1705,1700,0
18/12/2002 18:14,1,5,8,0.642794264,0.055417186,0.037982565,200.75,0,2,147,0.875,1705,1705,1700,0
19/12/2002 12:53,2,2,2,0.928839146,0.093457944,0.191588785,107,0,2,0,0.5,1778,1778,1778,0
19/12/2002 12:53,1,1,1,0,0.886597938,0.762886598,97,0,3,21,1,1770,1770,1765,0
19/12/2002 12:53,1,1,1,0,0.411764706,0.117647059,17,0,1,24,1,1786,1786,1780,0
19/12/2002 12:53,1,3,3,0.484547739,0.068181818,0.056818182,146.6666667,0,2,48,1,1784,1784,1778,0
19/12/2002 12:53,1,1,1,0,0.230769231,0.307692308,13,0,1,0,1,1738,1738,1733,0
19/12/2002 12:53,1,2,8,0.937904407,0.16091954,0.237547893,32.625,0,2,162,0.625,1718,1718,1713,0
19/12/2002 12:53,1,2,3,0.805465364,0.125,0.25,40,0,2,65,1,1709,1709,1704,0
19/12/2002 12:53,1,1,1,0,0.279069767,0.348837209,129,0,1,17,1,1710,1710,1705,0
19/12/2002 12:53,1,1,1,0,0.014851485,0.00990099,202,0,2,21,1,1788,1788,1782,0
19/12/2002 12:53,1,1,1,0,0.027272727,0.081818182,110,0,1,24,1,1788,1788,1782,0
19/12/2002 12:53,1,1,1,0,0.036363636,0.036363636,55,0,1,24,1,1730,1730,1725,0
19/12/2002 12:53,1,2,2,0.272970858,0.028600613,0.036772217,489.5,0,2,48,1,1730,1730,1725,0
19/12/2002 12:53,1,1,1,0,0.37254902,0.470588235,51,0,2,17,1,1719,1719,1714,0
19/12/2002 12:53,1,1,1,0,0.290322581,0.387096774,31,0,2,15,1,1721,1721,1716,0
19/12/2002 12:53,1,1,1,0,0.392156863,0.470588235,51,0,2,17,1,1721,1721,1716,0
19/12/2002 12:53,1,2,5,0.781676134,0.12335958,0.144356955,76.2,0,2,106,0.4,1727,1727,1722,0
19/12/2002 12:53,1,1,1,0,0.096774194,0.258064516,31,0,2,23,1,1727,1727,1722,0
19/12/2002 12:53,1,1,4,0.502373491,0.012560386,0.02705314,258.75,0,2,96,0.5,1770,1770,1765,0
